0	0.230094
1	0.114250
2	0.075481
3	0.056400
4	0.045211
5	0.037549
6	0.032173
7	0.028211
8	0.025115
9	0.022628
10	0.020604
11	0.018924
12	0.017503
13	0.016276
14	0.015218
15	0.014298
16	0.013484
17	0.012756
18	0.012102
19	0.011515
20	0.010983
21	0.010502
22	0.010063
23	0.009659
24	0.009288
25	0.008944
26	0.008627
27	0.008331
28	0.008056
29	0.007799
30	0.007555
31	0.007320
32	0.007087
33	0.006881
34	0.006669
35	0.006464
36	0.006284
37	0.006114
38	0.005948
39	0.005793
40	0.005633
41	0.005467
42	0.005318
43	0.005175
44	0.005025
45	0.004899
46	0.004773
47	0.004671
48	0.004576
49	0.004423
50	0.004298
51	0.004190
52	0.004082
53	0.003990
54	0.003915
55	0.003833
56	0.003758
57	0.003672
58	0.003593
59	0.003521
60	0.003455
61	0.003386
62	0.003328
63	0.003262
64	0.003212
65	0.003150
66	0.003093
67	0.003047
68	0.002988
69	0.002931
70	0.002879
71	0.002833
72	0.002793
73	0.002744
74	0.002701
75	0.002663
76	0.002609
77	0.002568
78	0.002528
79	0.002489
80	0.002460
81	0.002436
82	0.002398
83	0.002366
84	0.002339
85	0.002299
86	0.002268
87	0.002242
88	0.002217
89	0.002179
90	0.002142
91	0.002114
92	0.002092
93	0.002052
94	0.002038
95	0.002025
96	0.002008
97	0.001978
98	0.001952
99	0.001924
100	0.001890
